,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,league,player_id,salary,season,season_end,season_start,team
865,bartowi01,6-Jan-91,"Baltimore, Maryland",2.4,43.1,34.1,78.8,438,14.4,10.5,3.9,16.4,48.9,University of Memphis,40th overall,2nd round,Portland Trail Blazers,2012,6-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Will Barton,Shooting Guard,Right,190lb,NBA,bartowi01,3533333,2016-17,2017,2016,Denver Nuggets
866,bartowi01,6-Jan-91,"Baltimore, Maryland",2.4,43.1,34.1,78.8,438,14.4,10.5,3.9,16.4,48.9,University of Memphis,40th overall,2nd round,Portland Trail Blazers,2012,6-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Will Barton,Shooting Guard,Right,190lb,NBA,bartowi01,3533333,2017-18,2018,2017,Denver Nuggets
965,bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,NBA,bealbr01,4133280,2012-13,2013,2012,Washington Wizards
966,bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,NBA,bealbr01,4319280,2013-14,2014,2013,Washington Wizards
967,bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,NBA,bealbr01,4505280,2014-15,2015,2014,Washington Wizards
968,bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,NBA,bealbr01,5694674,2015-16,2016,2015,Washington Wizards
969,bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,NBA,bealbr01,22116750,2016-17,2017,2016,Washington Wizards
970,bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,NBA,bealbr01,23775506,2017-18,2018,2017,Washington Wizards
973,beaslma01,26-Nov-96,"Atlanta, Georgia",0.8,46.1,38.8,78.9,165,13,7.2,1.7,5,56.2,Florida State University,19th overall,1st round,Denver Nuggets,2016,5-Jun,"Saint Francis in Alpharetta, Georgia",Malik Beasley,Shooting Guard,Right,195lb,NBA,beaslma01,1627320,2016-17,2017,2016,Denver Nuggets
974,beaslma01,26-Nov-96,"Atlanta, Georgia",0.8,46.1,38.8,78.9,165,13,7.2,1.7,5,56.2,Florida State University,19th overall,1st round,Denver Nuggets,2016,5-Jun,"Saint Francis in Alpharetta, Georgia",Malik Beasley,Shooting Guard,Right,195lb,NBA,beaslma01,1700640,2017-18,2018,2017,Denver Nuggets
1019,belljo01,7-Jan-95,"Los Angeles, California",1.4,57,0,64.7,125,15.5,3.9,3.1,4.5,57,University of Oregon,38th overall,2nd round,Chicago Bulls,2017,9-Jun,"Long Beach Poly in Long Beach, California",Jordan Bell,Center,Right,224lb,NBA,belljo01,815615,2017-18,2018,2017,Golden State Warriors
1035,bembrde01,4-Jul-94,"Charlotte, North Carolina",1.9,44.5,28.1,60.5,146,10,6.3,3.3,0.8,48.2,Saint Joseph's University,21st overall,1st round,Atlanta Hawks,2016,6-Jun,"The Patrick School in Elizabeth, New Jersey",DeAndre' Bembry,Shooting Guard and Small Forward,Right,210lb,NBA,bembrde01,1499760,2016-17,2017,2016,Atlanta Hawks
1036,bembrde01,4-Jul-94,"Charlotte, North Carolina",1.9,44.5,28.1,60.5,146,10,6.3,3.3,0.8,48.2,Saint Joseph's University,21st overall,1st round,Atlanta Hawks,2016,6-Jun,"The Patrick School in Elizabeth, New Jersey",DeAndre' Bembry,Shooting Guard and Small Forward,Right,210lb,NBA,bembrde01,1567200,2017-18,2018,2017,Atlanta Hawks
1063,bennean01,14-Mar-93,"Toronto, Canada",0.5,39.2,26.1,67,151,10.2,4.4,3.1,0.5,42,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,8-Jun,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb,NBA,bennean01,5324280,2013-14,2014,2013,Cleveland Cavaliers
1064,bennean01,14-Mar-93,"Toronto, Canada",0.5,39.2,26.1,67,151,10.2,4.4,3.1,0.5,42,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,8-Jun,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb,NBA,bennean01,5563920,2014-15,2015,2014,Minnesota Timberwolves
1065,bennean01,14-Mar-93,"Toronto, Canada",0.5,39.2,26.1,67,151,10.2,4.4,3.1,0.5,42,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,8-Jun,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb,NBA,bennean01,3650000,2015-16,2016,2015,Minnesota Timberwolves
1066,bennean01,14-Mar-93,"Toronto, Canada",0.5,39.2,26.1,67,151,10.2,4.4,3.1,0.5,42,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,8-Jun,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb,NBA,bennean01,947276,2015-16,2016,2015,Toronto Raptors
1067,bennean01,14-Mar-93,"Toronto, Canada",0.5,39.2,26.1,67,151,10.2,4.4,3.1,0.5,42,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,8-Jun,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb,NBA,bennean01,1015696,2016-17,2017,2016,Brooklyn Nets
1085,bensoke02,13-Aug-88,"Cleveland, Ohio",0,0,-,-,3,6,0,1,0,0,Oakland University,48th overall,2nd round,Atlanta Hawks,2011,11-Jun,"Detroit Country Day School in Beverly Hills, Michigan",Keith Benson,Center,Right,240lb,NBA,bensoke02,75000,2016-17,2017,2016,Miami Heat
1090,bentibe01,29-Mar-95,Ghana,0,0,0,-,3,-17.6,0,0.7,-0.1,0,Providence College,51st overall,2nd round,Boston Celtics,2016,9-Jun,"St. Andrew's School in Middletown, Delaware",Ben Bentil,Power Forward,Right,235lb,NBA,bentibe01,250000,2016-17,2017,2016,Boston Celtics
1091,bentibe01,29-Mar-95,Ghana,0,0,0,-,3,-17.6,0,0.7,-0.1,0,Providence College,51st overall,2nd round,Boston Celtics,2016,9-Jun,"St. Andrew's School in Middletown, Delaware",Ben Bentil,Power Forward,Right,235lb,NBA,bentibe01,50000,2016-17,2017,2016,Indiana Pacers
1092,bentibe01,29-Mar-95,Ghana,0,0,0,-,3,-17.6,0,0.7,-0.1,0,Providence College,51st overall,2nd round,Boston Celtics,2016,9-Jun,"St. Andrew's School in Middletown, Delaware",Ben Bentil,Power Forward,Right,235lb,NBA,bentibe01,31969,2016-17,2017,2016,Dallas Mavericks
1247,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,1485000,2010-11,2011,2010,Los Angeles Clippers
1248,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,1596360,2011-12,2012,2011,Los Angeles Clippers
1249,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,1707720,2012-13,2013,2012,Los Angeles Clippers
1250,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,2626473,2013-14,2014,2013,Phoenix Suns
1251,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,12173913,2014-15,2015,2014,Phoenix Suns
1252,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,13086957,2015-16,2016,2015,Phoenix Suns
1253,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,14000000,2016-17,2017,2016,Phoenix Suns
1254,bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,NBA,bledser01,14500000,2017-18,2018,2017,Milwaukee Bucks
1354,bookede01,30-Oct-96,"Grand Rapids, Michigan",4.2,43.7,35.4,85.4,272,16.1,21.4,3.5,9.8,49.4,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,6-Jun,"Moss Point in Moss Point, Mississippi",Devin Booker,Shooting Guard,Right,210lb,NBA,bookede01,2127840,2015-16,2016,2015,Phoenix Suns
1355,bookede01,30-Oct-96,"Grand Rapids, Michigan",4.2,43.7,35.4,85.4,272,16.1,21.4,3.5,9.8,49.4,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,6-Jun,"Moss Point in Moss Point, Mississippi",Devin Booker,Shooting Guard,Right,210lb,NBA,bookede01,2223600,2016-17,2017,2016,Phoenix Suns
1356,bookede01,30-Oct-96,"Grand Rapids, Michigan",4.2,43.7,35.4,85.4,272,16.1,21.4,3.5,9.8,49.4,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,6-Jun,"Moss Point in Moss Point, Mississippi",Devin Booker,Shooting Guard,Right,210lb,NBA,bookede01,2319360,2017-18,2018,2017,Phoenix Suns
1357,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,1204560,2010-11,2011,2010,Washington Wizards
1358,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,1294920,2011-12,2012,2011,Washington Wizards
1359,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,1385280,2012-13,2013,2012,Washington Wizards
1360,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,2350820,2013-14,2014,2013,Washington Wizards
1361,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,5000000,2014-15,2015,2014,Utah Jazz
1362,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,4775000,2015-16,2016,2015,Utah Jazz
1363,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,9250000,2016-17,2017,2016,Brooklyn Nets
1364,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,8725000,2017-18,2018,2017,Philadelphia 76ers
1365,booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,NBA,booketr01,332516,2017-18,2018,2017,Indiana Pacers
1481,brackcr01,9-Oct-87,"Los Angeles, California",0.5,26.5,21.4,50,17,3.1,1.8,1.1,-0.2,29.6,Iowa State University,21st overall,1st round,Oklahoma City Thunder,2010,10-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Craig Brackins,Power Forward,Right,230lb,NBA,brackcr01,1306920,2010-11,2011,2010,Philadelphia 76ers
1482,brackcr01,9-Oct-87,"Los Angeles, California",0.5,26.5,21.4,50,17,3.1,1.8,1.1,-0.2,29.6,Iowa State University,21st overall,1st round,Oklahoma City Thunder,2010,10-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Craig Brackins,Power Forward,Right,230lb,NBA,brackcr01,1404960,2011-12,2012,2011,Philadelphia 76ers
1483,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,1418160,2010-11,2011,2010,Boston Celtics
1484,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,1524480,2011-12,2012,2011,Boston Celtics
1485,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,1630800,2012-13,2013,2012,Boston Celtics
1486,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,2511432,2013-14,2014,2013,Boston Celtics
1487,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,7191011,2014-15,2015,2014,Boston Celtics
1488,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,7730337,2015-16,2016,2015,Boston Celtics
1489,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,8269663,2016-17,2017,2016,Boston Celtics
1490,bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,NBA,bradlav01,8808989,2017-18,2018,2017,Los Angeles Clippers
1513,bradlto01,8-Jan-98,"Bartow, Florida",0.2,40.7,0,75,12,15.1,2.1,2.2,0.1,40.7,University of North Carolina,28th overall,1st round,Los Angeles Lakers,2017,10-Jun,"Bartow in Bartow, Florida",Tony Bradley,Center,Right,248lb,NBA,bradlto01,1414920,2017-18,2018,2017,Utah Jazz
1612,brogdma01,11-Dec-92,"Atlanta, Georgia",3.6,48.4,40.8,89.5,187,15.7,12.8,3.5,13.4,54.8,University of Virginia,36th overall,2nd round,Milwaukee Bucks,2016,5-Jun,"Greater Atlanta Christian in Norcross, Georgia",Malcolm Brogdon,Shooting Guard and Point Guard,Right,229lb,NBA,brogdma01,925000,2016-17,2017,2016,Milwaukee Bucks
1613,brogdma01,11-Dec-92,"Atlanta, Georgia",3.6,48.4,40.8,89.5,187,15.7,12.8,3.5,13.4,54.8,University of Virginia,36th overall,2nd round,Milwaukee Bucks,2016,5-Jun,"Greater Atlanta Christian in Norcross, Georgia",Malcolm Brogdon,Shooting Guard and Point Guard,Right,229lb,NBA,brogdma01,1312611,2017-18,2018,2017,Milwaukee Bucks
1625,brookdi01,22-Jan-96,"Mississauga, Canada",1.5,43.5,35.9,74.5,100,9.6,10.3,2.9,1.2,49.6,University of Oregon,45th overall,2nd round,Houston Rockets,2017,6-Jun,"Findlay Prep in Henderson, Nevada",Dillon Brooks,Small Forward,Right,220lb,NBA,brookdi01,815615,2017-18,2018,2017,Memphis Grizzlies
1630,brookma01,26-Jan-89,"Long Branch, New Jersey",1.4,44.7,34.5,75.1,200,13.9,8,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011,5-Jun,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb,NBA,brookma01,1110120,2011-12,2012,2011,New Jersey Nets
1631,brookma01,26-Jan-89,"Long Branch, New Jersey",1.4,44.7,34.5,75.1,200,13.9,8,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011,5-Jun,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb,NBA,brookma01,1193280,2012-13,2013,2012,Brooklyn Nets
1632,brookma01,26-Jan-89,"Long Branch, New Jersey",1.4,44.7,34.5,75.1,200,13.9,8,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011,5-Jun,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb,NBA,brookma01,1210080,2013-14,2014,2013,Boston Celtics
1633,brookma01,26-Jan-89,"Long Branch, New Jersey",1.4,44.7,34.5,75.1,200,13.9,8,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011,5-Jun,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb,NBA,brookma01,332477,2017-18,2018,2017,Memphis Grizzlies
1691,brownja02,24-Oct-96,"Marietta, Georgia",1.3,46.2,36.5,65.8,222,12.8,11.2,4,9,52.7,University of California,3rd overall,1st round,Boston Celtics,2016,7-Jun,"Wheeler in Marietta, Georgia",Jaylen Brown,Small Forward and Shooting Guard,Right,220lb,NBA,brownja02,4743000,2016-17,2017,2016,Boston Celtics
1692,brownja02,24-Oct-96,"Marietta, Georgia",1.3,46.2,36.5,65.8,222,12.8,11.2,4,9,52.7,University of California,3rd overall,1st round,Boston Celtics,2016,7-Jun,"Wheeler in Marietta, Georgia",Jaylen Brown,Small Forward and Shooting Guard,Right,220lb,NBA,brownja02,4956480,2017-18,2018,2017,Boston Celtics
1758,brownst02,10-Feb-95,"Maywood, Illinois",1,43.9,35.7,75.8,112,10.1,5.3,2.9,2.8,52.1,Southern Methodist University,46th overall,2nd round,Philadelphia 76ers,2017,6-Jun,"Proviso East in Maywood, Illinois",Sterling Brown,Shooting Guard,Right,232lb,NBA,brownst02,815615,2017-18,2018,2017,Milwaukee Bucks
1811,bryanth01,31-Jul-97,"Rochester, New York",1.1,60.6,31.2,76.7,87,20.5,9,5.4,5.6,63.9,Indiana University,42nd overall,2nd round,Utah Jazz,2017,11-Jun,"Huntington Prep in Huntington, West Virginia",Thomas Bryant,Center,Right,248lb,NBA,bryanth01,815615,2017-18,2018,2017,Los Angeles Lakers
1867,bullore01,16-Mar-91,"Baltimore, Maryland",1.1,43.4,39.2,82.8,272,11.2,6.8,2.1,9.7,55,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013,7-Jun,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,NBA,bullore01,1149000,2013-14,2014,2013,Los Angeles Clippers
1868,bullore01,16-Mar-91,"Baltimore, Maryland",1.1,43.4,39.2,82.8,272,11.2,6.8,2.1,9.7,55,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013,7-Jun,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,NBA,bullore01,1200720,2014-15,2015,2014,Phoenix Suns
1869,bullore01,16-Mar-91,"Baltimore, Maryland",1.1,43.4,39.2,82.8,272,11.2,6.8,2.1,9.7,55,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013,7-Jun,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,NBA,bullore01,1252440,2015-16,2016,2015,Detroit Pistons
1870,bullore01,16-Mar-91,"Baltimore, Maryland",1.1,43.4,39.2,82.8,272,11.2,6.8,2.1,9.7,55,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013,7-Jun,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,NBA,bullore01,2255644,2016-17,2017,2016,Detroit Pistons
1871,bullore01,16-Mar-91,"Baltimore, Maryland",1.1,43.4,39.2,82.8,272,11.2,6.8,2.1,9.7,55,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013,7-Jun,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,NBA,bullore01,2500000,2017-18,2018,2017,Detroit Pistons
